model,prompt_id,ring,animal,vehicle,sample,has_svg,rendered,attempts,feat_animal,feat_vehicle,feat_facing,feat_elements,animal_rating__openai__gpt-5.6-luna,vehicle_rating__openai__gpt-5.6-luna,action_rating__openai__gpt-5.6-luna,animal_rating,vehicle_rating,action_rating,overall
deepseek/deepseek-v4-pro,antelope-scooter,1,antelope,scooter,1,True,True,1,kangaroo,scooter,right,['dust'],4,5,4,4.0,5.0,4.0,4.333333333333333
deepseek/deepseek-v4-pro,antelope-scooter,1,antelope,scooter,2,True,True,1,llama,scooter,right,"['sun', 'cloud', 'cape', 'helmet', 'road']",5,3,3,5.0,3.0,3.0,3.6666666666666665
deepseek/deepseek-v4-pro,antelope-skateboard,1,antelope,skateboard,0,True,True,1,antelope,trampoline,right,"['sun', 'cloud', 'star', 'line']",4,3,5,4.0,3.0,5.0,4.0
deepseek/deepseek-v4-pro,antelope-skateboard,1,antelope,skateboard,1,True,True,1,oryx,skateboard,right,"['sun', 'mountain', 'line']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,antelope-skateboard,1,antelope,skateboard,2,True,True,1,ibex,skateboard,right,"['circle', 'square', 'triangle', 'line']",4,5,4,4.0,5.0,4.0,4.333333333333333
deepseek/deepseek-v4-pro,antelope-unicycle,1,antelope,unicycle,0,True,True,1,goat,unicycle,right,['motion line'],2,5,5,2.0,5.0,5.0,4.0
deepseek/deepseek-v4-pro,antelope-unicycle,1,antelope,unicycle,1,True,True,1,deer,unicycle,left,['motion line'],4,3,4,4.0,3.0,4.0,3.6666666666666665
deepseek/deepseek-v4-pro,antelope-unicycle,1,antelope,unicycle,2,True,True,1,antelope,unicycle,left,[],5,3,3,5.0,3.0,3.0,3.6666666666666665
deepseek/deepseek-v4-pro,cat-bicycle,1,cat,bicycle,0,True,True,1,cat,bicycle,right,"['cloud', 'sun', 'medal', 'star']",5,5,4,5.0,5.0,4.0,4.666666666666667
deepseek/deepseek-v4-pro,cat-bicycle,1,cat,bicycle,1,True,True,1,cat,bicycle,right,"['basket', 'star', 'line']",4,3,3,4.0,3.0,3.0,3.3333333333333335
deepseek/deepseek-v4-pro,cat-bicycle,1,cat,bicycle,2,True,True,1,cat,bicycle,right,"['sun', 'cloud', 'road', 'basket', 'ball']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,cat-boat,1,cat,boat,0,True,True,1,cat,sailboat,ambiguous,"['sun', 'cloud', 'bird', 'sea', 'mast', 'sail', 'flag']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,cat-boat,1,cat,boat,1,True,True,1,cat,sailboat,left,"['sun', 'cloud', 'star', 'bird', 'sea', 'lifebuoy']",3,5,5,3.0,5.0,5.0,4.333333333333333
deepseek/deepseek-v4-pro,cat-boat,1,cat,boat,2,True,True,1,cat,sailboat,right,"['moon', 'cloud', 'star', 'lantern', 'flag', 'water']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,cat-plane,1,cat,plane,0,True,True,1,cat,airplane,left,"['cloud', 'sun', 'bird']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,cat-plane,1,cat,plane,1,True,True,1,cat,airplane,right,"['sun', 'cloud', 'bird']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,cat-plane,1,cat,plane,2,True,True,1,cat,airplane,right,"['sun', 'cloud', 'bird']",5,4,5,5.0,4.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,cat-scooter,1,cat,scooter,0,True,True,1,cat,scooter,right,"['hat', 'glasses', 'headlight', 'motion line', 'circle']",5,4,5,5.0,4.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,cat-scooter,1,cat,scooter,1,True,True,1,cat,tricycle,right,"['sun', 'bird', 'road', 'grass']",4,4,3,4.0,4.0,3.0,3.6666666666666665
deepseek/deepseek-v4-pro,cat-scooter,1,cat,scooter,2,True,True,1,cat,scooter,right,"['sun', 'cloud', 'road']",4,5,3,4.0,5.0,3.0,4.0
deepseek/deepseek-v4-pro,cat-skateboard,1,cat,skateboard,0,True,True,1,cat,skateboard,right,"['sunglasses', 'scarf', 'wind']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,cat-skateboard,1,cat,skateboard,1,True,True,1,cat,skateboard,right,"['cap', 'star', 'line']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,cat-skateboard,1,cat,skateboard,2,True,True,1,cat,skateboard,right,"['collar', 'lightning bolt', 'dash']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,cat-unicycle,1,cat,unicycle,0,True,True,1,cat,unicycle,ambiguous,"['cap', 'motion line']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,cat-unicycle,1,cat,unicycle,1,True,True,1,cat,unicycle,ambiguous,['line'],5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,cat-unicycle,1,cat,unicycle,2,True,True,1,cat,unicycle,ambiguous,"['collar', 'bell', 'spotlight', 'star']",5,5,4,5.0,5.0,4.0,4.666666666666667
deepseek/deepseek-v4-pro,flamingo-bicycle,1,flamingo,bicycle,0,True,True,1,flamingo,bicycle,right,"['star', 'motion line']",4,5,4,4.0,5.0,4.0,4.333333333333333
deepseek/deepseek-v4-pro,flamingo-bicycle,1,flamingo,bicycle,1,True,True,1,flamingo,bicycle,right,"['heart', 'ribbon', 'basket', 'circle']",4,3,3,4.0,3.0,3.0,3.3333333333333335
deepseek/deepseek-v4-pro,flamingo-bicycle,1,flamingo,bicycle,2,True,True,1,flamingo,bicycle,left,"['sun', 'sunglasses']",4,4,4,4.0,4.0,4.0,4.0
deepseek/deepseek-v4-pro,flamingo-boat,1,flamingo,boat,0,True,True,1,flamingo,boat,left,"['sun', 'sail', 'flag', 'water', 'cloud', 'star']",3,5,5,3.0,5.0,5.0,4.333333333333333
deepseek/deepseek-v4-pro,flamingo-boat,1,flamingo,boat,1,True,True,1,flamingo,boat,right,"['sun', 'cloud', 'water']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,flamingo-boat,1,flamingo,boat,2,True,True,1,flamingo,boat,right,"['sun', 'oar', 'bird']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,flamingo-plane,1,flamingo,plane,0,True,True,1,flamingo,airplane,left,"['cloud', 'megaphone']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,flamingo-plane,1,flamingo,plane,1,True,True,1,flamingo,airplane,right,"['cloud', 'sun', 'bird']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,flamingo-plane,1,flamingo,plane,2,True,True,1,flamingo,airplane,right,"['cloud', 'sun', 'surfboard']",4,4,5,4.0,4.0,5.0,4.333333333333333
deepseek/deepseek-v4-pro,flamingo-scooter,1,flamingo,scooter,0,True,True,1,flamingo,scooter,right,"['helmet', 'box', 'flower', 'headlight', 'beam', 'line']",4,5,4,4.0,5.0,4.0,4.333333333333333
deepseek/deepseek-v4-pro,flamingo-scooter,1,flamingo,scooter,1,True,True,1,flamingo,scooter,left,"['sun', 'cloud', 'sky', 'grass']",3,5,3,3.0,5.0,3.0,3.6666666666666665
deepseek/deepseek-v4-pro,flamingo-scooter,1,flamingo,scooter,2,True,True,1,flamingo,scooter,right,"['sun', 'cloud', 'scarf', 'motion line']",4,4,3,4.0,4.0,3.0,3.6666666666666665
deepseek/deepseek-v4-pro,flamingo-skateboard,1,flamingo,skateboard,0,True,True,1,flamingo,skateboard,left,"['moon', 'star', 'sunglasses', 'motion line', 'grid']",5,5,4,5.0,5.0,4.0,4.666666666666667
deepseek/deepseek-v4-pro,flamingo-skateboard,1,flamingo,skateboard,1,True,True,1,flamingo,skateboard,left,"['sun', 'palm tree', 'bird', 'sunglasses']",3,5,5,3.0,5.0,5.0,4.333333333333333
deepseek/deepseek-v4-pro,flamingo-skateboard,1,flamingo,skateboard,2,True,True,1,flamingo,skateboard,right,"['hat', 'motion line', 'shadow']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,flamingo-unicycle,1,flamingo,unicycle,0,True,True,1,flamingo,unicycle,right,"['circle', 'shadow']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,flamingo-unicycle,1,flamingo,unicycle,1,True,True,1,flamingo,unicycle,right,['circle'],4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,flamingo-unicycle,1,flamingo,unicycle,2,True,True,1,flamingo,unicycle,right,"['hat', 'star', 'line']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,heron-bicycle,1,heron,bicycle,0,True,True,1,stork,bicycle,right,"['sun', 'cloud', 'cape', 'basket', 'flower']",3,3,4,3.0,3.0,4.0,3.3333333333333335
deepseek/deepseek-v4-pro,heron-bicycle,1,heron,bicycle,1,True,True,1,stork,bicycle,right,"['sun', 'cloud', 'grass', 'ground']",5,5,4,5.0,5.0,4.0,4.666666666666667
deepseek/deepseek-v4-pro,heron-bicycle,1,heron,bicycle,2,True,True,1,stork,bicycle,right,"['ground', 'sky']",5,4,3,5.0,4.0,3.0,4.0
deepseek/deepseek-v4-pro,heron-boat,1,heron,boat,0,True,True,1,heron,boat,left,"['sun', 'paddle', 'water', 'mountain']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,heron-boat,1,heron,boat,1,True,True,1,heron,boat,left,"['sun', 'fish', 'bird']",5,5,4,5.0,5.0,4.0,4.666666666666667
deepseek/deepseek-v4-pro,heron-boat,1,heron,boat,2,True,True,1,heron,boat,right,"['sun', 'mountain', 'lantern', 'water', 'bird']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,heron-plane,1,heron,plane,0,True,True,1,stork,airplane,left,"['sun', 'cloud', 'bird']",4,4,5,4.0,4.0,5.0,4.333333333333333
deepseek/deepseek-v4-pro,heron-plane,1,heron,plane,1,True,True,1,heron,airplane,right,"['sun', 'cloud', 'bird']",4,4,5,4.0,4.0,5.0,4.333333333333333
deepseek/deepseek-v4-pro,heron-plane,1,heron,plane,2,True,True,1,crane,airplane,left,"['star', 'cloud']",3,5,5,3.0,5.0,5.0,4.333333333333333
deepseek/deepseek-v4-pro,heron-scooter,1,heron,scooter,0,True,True,1,heron,scooter,left,"['cloud', 'sun']",5,4,5,5.0,4.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,heron-scooter,1,heron,scooter,1,True,True,1,stork,scooter,right,"['scarf', 'license plate', 'wheel', 'motion line']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,heron-scooter,1,heron,scooter,2,True,True,1,stork,scooter,left,"['cloud', 'line']",4,5,3,4.0,5.0,3.0,4.0
deepseek/deepseek-v4-pro,heron-skateboard,1,heron,skateboard,0,True,True,1,heron,skateboard,right,"['sun', 'star', 'motion line']",5,5,4,5.0,5.0,4.0,4.666666666666667
deepseek/deepseek-v4-pro,heron-skateboard,1,heron,skateboard,1,True,True,1,heron,skateboard,right,"['sun', 'cloud']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,heron-skateboard,1,heron,skateboard,2,True,True,1,stork,skateboard,right,['circle'],4,5,4,4.0,5.0,4.0,4.333333333333333
deepseek/deepseek-v4-pro,heron-unicycle,1,heron,unicycle,0,True,True,1,stork,unicycle,right,[],4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,heron-unicycle,1,heron,unicycle,1,True,True,1,heron,unicycle,right,"['sun', 'star', 'bird']",5,3,4,5.0,3.0,4.0,4.0
deepseek/deepseek-v4-pro,heron-unicycle,1,heron,unicycle,2,True,True,1,stork,unicycle,right,"['sun', 'cloud', 'hat']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,otter-bicycle,1,otter,bicycle,0,True,True,1,squirrel,bicycle,right,"['helmet', 'motion line', 'circle']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,otter-bicycle,1,otter,bicycle,1,True,True,1,otter,bicycle,right,"['scarf', 'snack', 'circle']",3,4,4,3.0,4.0,4.0,3.6666666666666665
deepseek/deepseek-v4-pro,otter-bicycle,1,otter,bicycle,2,True,True,1,squirrel,bicycle,right,"['scarf', 'motion line']",2,5,5,2.0,5.0,5.0,4.0
deepseek/deepseek-v4-pro,otter-boat,1,otter,boat,0,True,True,1,beaver,canoe,ambiguous,"['cloud', 'sun', 'hill', 'water', 'paddle', 'fish', 'lifebuoy']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,otter-boat,1,otter,boat,1,True,True,1,otter,boat,left,"['sun', 'cloud', 'bird', 'lifebuoy', 'bucket', 'fish', 'oar']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,otter-boat,1,otter,boat,2,True,True,1,otter,canoe,ambiguous,"['mountain', 'cloud', 'fish', 'paddle', 'hook', 'water']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,otter-plane,1,otter,plane,0,True,True,1,beaver,train,right,"['window', 'cloud', 'sky', 'cup', 'seat', 'screen']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,otter-plane,1,otter,plane,1,True,True,1,otter,biplane,ambiguous,"['cloud', 'goggle', 'propeller']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,otter-plane,1,otter,plane,2,True,True,1,otter,airplane,right,"['sun', 'cloud', 'goggles', 'cape', 'propeller']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,otter-scooter,1,otter,scooter,0,True,True,1,squirrel,scooter,right,"['cloud', 'leaf', 'motion line']",2,3,3,2.0,3.0,3.0,2.6666666666666665
deepseek/deepseek-v4-pro,otter-scooter,1,otter,scooter,1,True,True,1,otter,scooter,right,"['sun', 'cloud', 'helmet', 'motion line']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,otter-scooter,1,otter,scooter,2,True,True,1,squirrel,scooter,right,"['sun', 'cloud', 'helmet', 'scarf']",3,4,3,3.0,4.0,3.0,3.3333333333333335
deepseek/deepseek-v4-pro,otter-skateboard,1,otter,skateboard,0,True,True,1,beaver,skateboard,right,"['sun', 'star', 'hat', 'feather']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,otter-skateboard,1,otter,skateboard,1,True,True,1,otter,skateboard,right,"['headband', 'motion line', 'circle']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,otter-skateboard,1,otter,skateboard,2,True,True,1,beaver,skateboard,right,"['sun', 'cloud', 'bird', 'motion line']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,otter-unicycle,1,otter,unicycle,0,True,True,1,otter,unicycle,left,"['hat', 'scarf', 'line']",3,5,5,3.0,5.0,5.0,4.333333333333333
deepseek/deepseek-v4-pro,otter-unicycle,1,otter,unicycle,1,True,True,1,otter,unicycle,left,"['pole', 'motion line']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,otter-unicycle,1,otter,unicycle,2,True,True,1,otter,unicycle,left,"['hat', 'line']",3,3,4,3.0,3.0,4.0,3.3333333333333335
deepseek/deepseek-v4-pro,pelican-bicycle,0,pelican,bicycle,0,True,True,1,pelican,bicycle,right,"['sun', 'cloud']",5,4,5,5.0,4.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,pelican-bicycle,0,pelican,bicycle,1,True,True,1,pelican,bicycle,right,"['sun', 'cloud', 'grass']",4,2,4,4.0,2.0,4.0,3.3333333333333335
deepseek/deepseek-v4-pro,pelican-bicycle,0,pelican,bicycle,2,True,True,1,bird,bicycle,right,"['cloud', 'sky', 'grass', 'motion line']",4,4,3,4.0,4.0,3.0,3.6666666666666665
deepseek/deepseek-v4-pro,pelican-boat,1,pelican,boat,0,True,True,1,pelican,sailboat,right,"['sun', 'cloud', 'bird', 'sea', 'sky', 'flag']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,pelican-boat,1,pelican,boat,1,True,True,1,pelican,boat,left,"['sun', 'cloud', 'bird', 'fishing rod', 'crate', 'buoy']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,pelican-boat,1,pelican,boat,2,True,True,1,pelican,boat,right,"['fish', 'sun', 'cloud', 'lamp', 'oar', 'sign', 'bird', 'anchor']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,pelican-plane,1,pelican,plane,0,True,True,1,pelican,airplane,right,"['sun', 'cloud', 'bird']",4,5,4,4.0,5.0,4.0,4.333333333333333
deepseek/deepseek-v4-pro,pelican-plane,1,pelican,plane,1,True,True,1,pelican,airplane,left,"['sun', 'cloud', 'fish', 'shadow']",5,3,5,5.0,3.0,5.0,4.333333333333333
deepseek/deepseek-v4-pro,pelican-plane,1,pelican,plane,2,True,True,1,stork,airplane,right,"['sun', 'cloud', 'cape', 'goggle']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,pelican-scooter,1,pelican,scooter,0,True,True,1,pelican,motorcycle,right,"['circle', 'fish', 'helmet', 'wind']",4,5,4,4.0,5.0,4.0,4.333333333333333
deepseek/deepseek-v4-pro,pelican-scooter,1,pelican,scooter,1,True,True,1,pelican,scooter,right,"['sun', 'cloud', 'road', 'fish', 'cap']",5,5,3,5.0,5.0,3.0,4.333333333333333
deepseek/deepseek-v4-pro,pelican-scooter,1,pelican,scooter,2,True,True,1,pelican,scooter,right,"['sun', 'cloud', 'heart', 'scarf', 'helmet']",3,5,3,3.0,5.0,3.0,3.6666666666666665
deepseek/deepseek-v4-pro,pelican-skateboard,1,pelican,skateboard,0,True,True,1,bird,skateboard,right,"['sun', 'cloud', 'line']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,pelican-skateboard,1,pelican,skateboard,1,True,True,1,pelican,skateboard,left,"['cloud', 'tie', 'star']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,pelican-skateboard,1,pelican,skateboard,2,True,True,1,pelican,skateboard,right,"['headband', 'sunglasses', 'motion line']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,pelican-unicycle,1,pelican,unicycle,0,True,True,1,pelican,unicycle,right,['circle'],3,5,5,3.0,5.0,5.0,4.333333333333333
deepseek/deepseek-v4-pro,pelican-unicycle,1,pelican,unicycle,1,True,True,1,stork,unicycle,left,"['star', 'circle']",4,5,4,4.0,5.0,4.0,4.333333333333333
deepseek/deepseek-v4-pro,pelican-unicycle,1,pelican,unicycle,2,True,True,1,stork,unicycle,left,"['sweat', 'leaf']",5,5,4,5.0,5.0,4.0,4.666666666666667
deepseek/deepseek-v4-pro,raccoon-bicycle,1,raccoon,bicycle,0,True,True,1,raccoon,bicycle,right,"['sun', 'cloud', 'star']",3,3,5,3.0,3.0,5.0,3.6666666666666665
deepseek/deepseek-v4-pro,raccoon-bicycle,1,raccoon,bicycle,1,True,True,1,raccoon,bicycle,right,[],5,5,4,5.0,5.0,4.0,4.666666666666667
deepseek/deepseek-v4-pro,raccoon-bicycle,1,raccoon,bicycle,2,True,True,1,raccoon,bicycle,left,"['circle', 'line']",4,5,3,4.0,5.0,3.0,4.0
deepseek/deepseek-v4-pro,raccoon-boat,1,raccoon,boat,0,True,True,1,raccoon,boat,ambiguous,"['sun', 'cloud', 'water', 'fish', 'sail']",4,5,4,4.0,5.0,4.0,4.333333333333333
deepseek/deepseek-v4-pro,raccoon-boat,1,raccoon,boat,1,True,True,1,raccoon,boat,ambiguous,"['sun', 'cloud', 'flag', 'oar', 'water', 'bird']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,raccoon-boat,1,raccoon,boat,2,True,True,1,raccoon,boat,ambiguous,"['moon', 'star', 'mountain', 'paddle', 'fishing rod', 'lantern', 'bobber', 'water']",5,4,5,5.0,4.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,raccoon-plane,1,raccoon,plane,0,True,True,1,raccoon,,ambiguous,"['goggles', 'helmet', 'scarf', 'cloud', 'sky', 'porthole']",5,1,2,5.0,1.0,2.0,2.6666666666666665
deepseek/deepseek-v4-pro,raccoon-plane,1,raccoon,plane,1,True,True,1,raccoon,airplane,left,"['window', 'sun', 'cloud', 'bird', 'table', 'seatbelt', 'bubble']",5,3,4,5.0,3.0,4.0,4.0
deepseek/deepseek-v4-pro,raccoon-plane,1,raccoon,plane,2,True,True,1,cat,airplane,right,"['cloud', 'goggle']",4,5,5,4.0,5.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,raccoon-scooter,1,raccoon,scooter,0,True,True,1,raccoon,scooter,right,"['scarf', 'star', 'line']",5,4,5,5.0,4.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,raccoon-scooter,1,raccoon,scooter,1,True,True,1,lemur,scooter,right,"['headlight', 'motion line', 'road']",5,4,4,5.0,4.0,4.0,4.333333333333333
deepseek/deepseek-v4-pro,raccoon-scooter,1,raccoon,scooter,2,True,True,1,raccoon,scooter,right,"['cloud', 'road', 'grass']",4,4,4,4.0,4.0,4.0,4.0
deepseek/deepseek-v4-pro,raccoon-skateboard,1,raccoon,skateboard,0,True,True,1,raccoon,skateboard,right,"['circle', 'star']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,raccoon-skateboard,1,raccoon,skateboard,1,True,True,1,raccoon,skateboard,right,"['star', 'line']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,raccoon-skateboard,1,raccoon,skateboard,2,True,True,1,raccoon,skateboard,ambiguous,"['grid', 'star', 'motion line']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,raccoon-unicycle,1,raccoon,unicycle,0,True,True,1,raccoon,unicycle,ambiguous,['motion line'],5,4,4,5.0,4.0,4.0,4.333333333333333
deepseek/deepseek-v4-pro,raccoon-unicycle,1,raccoon,unicycle,1,True,True,2,raccoon,unicycle,ambiguous,"['stick', 'dot']",3,5,5,3.0,5.0,5.0,4.333333333333333
deepseek/deepseek-v4-pro,raccoon-unicycle,1,raccoon,unicycle,2,True,True,1,raccoon,unicycle,ambiguous,"['sky', 'grass']",4,3,3,4.0,3.0,3.0,3.3333333333333335
deepseek/deepseek-v4-pro,whale-bicycle,1,whale,bicycle,0,True,True,1,whale,bicycle,right,"['bubble', 'water']",5,2,3,5.0,2.0,3.0,3.3333333333333335
deepseek/deepseek-v4-pro,whale-bicycle,1,whale,bicycle,1,True,True,1,whale,bicycle,right,"['water', 'bubble', 'wave']",3,2,2,3.0,2.0,2.0,2.3333333333333335
deepseek/deepseek-v4-pro,whale-bicycle,1,whale,bicycle,2,True,True,1,bird,bicycle,right,['dash'],5,4,4,5.0,4.0,4.0,4.333333333333333
deepseek/deepseek-v4-pro,whale-boat,1,whale,boat,0,True,True,1,whale,submarine,right,"['sun', 'mountain', 'bird', 'water', 'bubble']",3,3,5,3.0,3.0,5.0,3.6666666666666665
deepseek/deepseek-v4-pro,whale-boat,1,whale,boat,1,True,True,1,whale,airship,left,"['sky', 'sun', 'cloud', 'star', 'water', 'crate', 'light']",4,5,4,4.0,5.0,4.0,4.333333333333333
deepseek/deepseek-v4-pro,whale-boat,1,whale,boat,2,True,True,1,whale,boat,left,"['sun', 'cloud', 'bird', 'water', 'smoke', 'spray']",4,5,3,4.0,5.0,3.0,4.0
deepseek/deepseek-v4-pro,whale-plane,1,whale,plane,0,True,True,1,whale,airplane,right,"['sun', 'cloud', 'bird']",5,4,5,5.0,4.0,5.0,4.666666666666667
deepseek/deepseek-v4-pro,whale-plane,1,whale,plane,1,True,True,1,whale,airplane,left,"['cloud', 'bird']",3,5,2,3.0,5.0,2.0,3.3333333333333335
deepseek/deepseek-v4-pro,whale-plane,1,whale,plane,2,True,True,1,whale,airplane,right,"['sun', 'cloud', 'bird', 'star']",4,5,4,4.0,5.0,4.0,4.333333333333333
deepseek/deepseek-v4-pro,whale-scooter,1,whale,scooter,0,True,True,1,fish,scooter,right,"['sun', 'cloud', 'umbrella', 'headlight', 'exhaust']",5,4,4,5.0,4.0,4.0,4.333333333333333
deepseek/deepseek-v4-pro,whale-scooter,1,whale,scooter,1,True,True,1,whale,scooter,right,"['cloud', 'water', 'license plate']",5,5,5,5.0,5.0,5.0,5.0
deepseek/deepseek-v4-pro,whale-scooter,1,whale,scooter,2,True,True,1,whale,scooter,right,"['helmet', 'scarf', 'cloud', 'headlight']",4,5,4,4.0,5.0,4.0,4.333333333333333
deepseek/deepseek-v4-pro,whale-skateboard,1,whale,skateboard,0,True,True,1,whale,skateboard,left,"['sun', 'water', 'sunglasses', 'spout', 'motion line']",5,5,2,5.0,5.0,2.0,4.0
deepseek/deepseek-v4-pro,whale-skateboard,1,whale,skateboard,1,True,True,1,whale,skateboard,left,"['sun', 'bird', 'water', 'wave']",4,5,2,4.0,5.0,2.0,3.6666666666666665
deepseek/deepseek-v4-pro,whale-skateboard,1,whale,skateboard,2,True,True,1,whale,skateboard,right,"['cloud', 'water']",5,5,2,5.0,5.0,2.0,4.0
deepseek/deepseek-v4-pro,whale-unicycle,1,whale,unicycle,0,True,True,1,whale,unicycle,left,"['water', 'bubble', 'motion line']",5,4,4,5.0,4.0,4.0,4.333333333333333
deepseek/deepseek-v4-pro,whale-unicycle,1,whale,unicycle,1,True,True,1,whale,unicycle,right,"['bunting', 'spotlight', 'smoke']",5,3,3,5.0,3.0,3.0,3.6666666666666665
deepseek/deepseek-v4-pro,whale-unicycle,1,whale,unicycle,2,True,True,1,whale,unicycle,left,"['hat', 'balloon', 'note', 'water']",5,5,3,5.0,5.0,3.0,4.333333333333333
google/gemini-3.5-flash,antelope-bicycle,1,antelope,bicycle,0,True,True,1,deer,bicycle,right,"['scarf', 'circle', 'star', 'cloud']",5,4,5,5.0,4.0,5.0,4.666666666666667
google/gemini-3.5-flash,antelope-bicycle,1,antelope,bicycle,1,True,True,1,gazelle,bicycle,right,"['cape', 'sun', 'flower', 'basket', 'bird']",4,5,4,4.0,5.0,4.0,4.333333333333333
google/gemini-3.5-flash,antelope-bicycle,1,antelope,bicycle,2,True,True,1,antelope,bicycle,right,"['scarf', 'shirt', 'ground']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,antelope-boat,1,antelope,boat,0,True,True,1,antelope,boat,left,"['moon', 'star', 'lantern', 'sail', 'water', 'sky']",3,5,5,3.0,5.0,5.0,4.333333333333333
google/gemini-3.5-flash,antelope-boat,1,antelope,boat,1,True,True,1,gazelle,sailboat,left,"['sun', 'water', 'sky']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,antelope-boat,1,antelope,boat,2,True,True,1,gazelle,boat,left,"['lantern', 'water', 'star', 'lily', 'pad', 'horizon']",5,5,5,5.0,5.0,5.0,5.0
google/gemini-3.5-flash,antelope-plane,1,antelope,plane,0,True,True,1,oryx,,left,"['sun', 'tree', 'sky', 'grass', 'star']",4,1,1,4.0,1.0,1.0,2.0
google/gemini-3.5-flash,antelope-plane,1,antelope,plane,1,True,True,1,oryx,,left,"['sun', 'tree', 'grid', 'horizon', 'grass']",3,1,1,3.0,1.0,1.0,1.6666666666666667
google/gemini-3.5-flash,antelope-plane,1,antelope,plane,2,True,True,1,oryx,biplane,left,"['sun', 'mountain', 'tree', 'star', 'bird']",4,2,4,4.0,2.0,4.0,3.3333333333333335
